name,department,rating,num_ratings,would_take_again_percent,difficulty,courses
Engida Gebre,Education,1.3,10,9.0909,3.3,EDUC320; EDUC864; EDUC893
M. Hasan,Business Economics,4.5,255,91.4286,3.2,BUS207; BUS315; BUS413; ECON101; ECON355; ECON457
Ilia Bykov,Education,2.8,226,52.0468,4,BUS201; BUS217; BUS360W
George Zhang,Business Administration,3.3,174,43.4783,2.8,BUEC232; BUECD200; BUS232; BUS336; BUS437
Andy Heard,Political Science,4,138,80,3.2,POL; POL100; POL101; POL101W; POL221; POL222; POL324; POL417; POLI101W
Matt Martell,Business Administration,3.3,51,61.5385,3.1,BUS100; BUS201; BUS202; BUS251; BUS254; BUS362; BUS401; BUS478; Bus217
Andrey Pavlov,Business Administration,3.3,39,55.5556,2.5,BUS312; BUS316; BUS414; BUS419; BUS495; BUS803
Devadrita Nair,Business Administration,5,34,100,2.5,BUS232; BUS373
Robert Weston,Business Administration,4.5,32,90.625,2.4,BUS381; BUS484
Lisa Ricci,Accounting,1.8,24,24,3.8,BUS-322; BUS475
Ulrich Paschen,Business Administration,4.7,21,100,2.9,BUS272; BUS361; BUS473; BUS474; BUS485; BUS715
Afifa Shahrin,Health Science,2.9,13,57.1429,3.5,HSCI412; HSCI471
Kam Phung,Business Administration,4.8,10,100,2.6,BUS275; BUS453; BUS489; BUS692; BUS716; BUS735
Anosh Irani,Literature,3.3,10,72.7273,3.4,CRWR200; WL307W; WL330
Martin Fuchs,Business Administration,4.9,7,100,3,BUS275
Anna Lukkarinen,Business Administration,5,5,83.3333,1,BUS240; BUS314
Rochelle Tucker,Health Science,3.2,293,70.9924,3.2,130; HSCI1130; HSCI130; HSCI207; HSCI345; HSCI481
John Edgar,Computer Science,3.3,150,51.9608,3.5,CMPT120; CMPT130; CMPT225; CMPT376W; CMPT454
Garth Davies,Criminal Justice,3.2,137,57.6923,3.8,CRIM320; CRIM321; CRIM413; CRIM417; CRIM423
Derek Bingham,Statistics,4.6,91,93.3333,2.5,STAT100; STAT201; STAT203; STAT270; STAT403; STAT410; STAT430; STATS203; STATS302
Evan McCuish,Criminology,4.5,80,94.5205,2.9,103; CRIM103; CRIM210; CRIM414; CRIM861
Thomas Donaldson,Philosophy,4.8,71,95.7746,2.5,100W; AMH2020; PHIL100W; PHIL110; PHIL201
Catherine D'Andrea,Archaeology,3.6,69,60,3.1,ARCH100; ARCH200; ARCH200479; ARCH252; ARCH272; ARCH375; ARCH390; ARCH442; LOTSOFARCH
Gail Anderson,Criminal Justice,3.5,67,55.5556,3.4,CRIM; CRIM355; CRIM358; CRIM402; CRIM451
Yan Yan,Economics,4.8,63,96.8254,3,ECON103; ECON105; ECON305; ECON392; ECON410
Hang Ma,Computer Science,2.4,40,35,3.6,CMPT310; CMPT417
Carman Fung,Gender Studies,2.2,37,26.3158,4.1,100; 101; 102; GSWS100; GSWS331
Robert Cameron,Computer Science,1.5,31,10.7143,3.7,CMPT128; CMPT212; CMPT275; CMPT276; CMPT383; CMPT384; CMPT473
Rui Basto Da Silva,Business Administration,4.4,27,82.6087,2.9,BUS340; BUS343; BUS346; BUS478; COMR465
David Stenning,Statistics,4.6,22,95.4545,2.6,STAT260; STAT460
Rudy Reimer,Archaeology,4,19,92.8571,2.7,ARCH273; ARCH321; FNST101; FNST212; FNST222; FNST301; INDG212; INDG333
Zuzana Vasko,Education,4.5,19,83.3333,2,EDUC100W; EDUC199; EDUC252; EDUC401; EDUC437; FALX99
Weiming Liu,Business Administration,4.6,11,91.6667,2.9,BUS254; BUS322; BUS330
Andrea Krusi,Criminal Justice,4.9,9,90,2.3,crim104
Ryan Sandrin,Criminal Justice,4.1,9,80,2.6,Crim251
Dheva Setiaputra,Molecular Biology & Biochemistry,3.6,7,62.5,3.3,MBB321; MBB322
Shana  Ruess,Criminology,2.8,6,28.5714,3.2,CRIM311; CRIM321
Zoe  Todd ,Indigenous Studies,5,2,100,3,INDG305; INDG322
Stephen Smith,Education,3,2,50,3,educ371; educ901
Onkar Bains,Biology,4.6,203,88.8889,2.9,BIO101; BISC101; BISC102; BISC202; BISC205
Simon Watkins,Physics,3.2,93,61.9048,3.3,PHY101; PHYS100; PHYS101
Leanne Ramer,Biomedical Physiology  Kinesiology,2.5,85,33.7209,3.9,BPK110; BPK140; BPK325; BPK326; BPK375
Kathleen Burke,Sociology,3.2,72,42.5,3.3,303; BUS303
Gamage  Perera,Statistics,4.2,71,83.5821,2.5,STAT100; STAT101; STAT201; STAT203; STAT270; STAT302; STAT350; STAT430
Eldon Emberly,Physics,3.7,60,92,3.1,PHY101; PHYS100; PHYS101; PHYS347; PHYSI101; PHYSICS100; PHYSICS101; PSY101
Loren Kaake,Chemistry,1.8,34,14.7059,4,CHEM122; CHEM260
Steve Ruuth,Mathematics,3.2,34,62.8571,3.6,MACM203; MACM316; MATH251; MATH252; MATH260; MATH269; MATH467
Steve Dodge,Physics,3.2,29,52.381,4.1,PHYS100; PHYS126; PHYS132; PHYS233; PHYS255; PHYS355; PHYS450
Heather Bliss,Linguistics,4.6,25,96.1538,2.4,282W; LING100; LING100220; LING220; LING280; LING282W
Sabrina Higgins,Archaeology,4.7,24,84,3.1,ARCH232; ARCH312; ARCH313; ARCH321; HS231; HS232; HS303; HUM216; HUM232; HUM314; HUM390
Michelle Nilson,Education,2.9,23,45.4545,2.1,EDUC100W; EDUC471; EDUC813; EDUC950
Henry Chow,Business Administration,1.8,22,30.4348,4.2,BUS217W
Ryan Fitzgerald,Psychology,4.5,21,81.8182,3,PSYC268; PSYC376
David Broun,Physics,4.2,9,83.3333,3.6,PHYS126; PHYS255
Herbert Tsang,Computer Science,1.9,202,14.3939,3.8,CMPT105W; CMPT276; ENSC180; ENSC251; MSE402
Ivona Mladenovic,Biology,2.9,151,46.25,3.6,101; 102; BIO102; BISC101; BISC102; BISC202
Marie Rekkas,Economics,3.6,149,61.4583,3.3,BUEC333; ECN103; ECON103; ECON325; ECON333
Rebecca Goyan,Chemistry,2.2,135,22.3301,3.9,CHEM111; CHEM120; CHEM121; CHEM126
Karen Ruckman,Business Administration,4.2,115,82.6087,3.3,BUS; BUS207; BUS478
Danielle Murdoch,Criminology,4.5,99,89.3333,2.7,CRIM131; CRIM213; CRIM220; CRIM241; CRIM343; CRIM346
Hwee Tan,Business Administration,3.4,82,57.8313,3.9,BUS254
Mehdi Ghotboddini,Business Administration,2.8,75,42.1053,3.5,BUS232; BUS336; BUS440; BUS474
David MacAlister,Criminal Justice,3.6,73,54.5455,3.3,330; 338; CRIM; CRIM131; CRIM210; CRIM330; CRIM331; CRIM332; CRIM335; CRIM338; CRIM414; CRIM416
Erol Girt,Physics,2.8,59,26.1905,3.5,PHY100; PHY120; PHY121; PHYS100; PHYS120; PHYS121
Yagiz Aksoy,Computer Science,1.4,54,10.9091,4.2,CMPT310; CMPT361; CMPT762
Joanna Woo,Physics,4.4,53,83.3333,2.7,PHYS101; PHYS190
Joanna  Peplak,Psychology,2.8,35,36.1111,3.9,PSYC-250; PSYC-391
Bidisha Ray,History,3.2,34,38.4615,3.4,HIST130; HIST242; HIST243; HIST252; HIST277; HIST358; HIST454; HIST486
Tammara Soma,Resource Management,4.6,21,95.4545,2.9,PLAN200; REM357; SD281; plan100
Hartse Joel Heng,Writing,4.9,19,94.7368,2.1,EDUC100W; EDUC388; EDUC467; FALX99
Bonnie Gray,Engineering,3.7,17,100,3.2,ENSC224; ENSC225; ENSC324; ENSC462; ENSC475; ENSC495
Fatima Jalali,Education,3.9,12,76.9231,2.3,EDUC199; EDUC250; FALX99
Kel Mcdowell,Education,4.5,6,83.3333,2.2,EDUC323
Helen McTaggart-Cowan,Health Science,1.2,5,0,4.8,305
Vicki Kelly,Education,3.3,2,100,2,EDUC867; EDUC868
Justin Gray,Mathematics,3.9,215,73.1343,3.1,190; MATH100; MATH251; MATH260
Brenda Davison,Mathematics,4.1,148,86.25,3.5,MACM316; MATH152; MATH232; MATH310
David Coley,English,4.8,71,92,2.6,ENG105; ENG105W; ENG115W; ENG201; ENG306; ENGL105; ENGL115; ENGL115W; ENGL201; ENGL209; ENGL304; ENGL306; ENGL404; ENGL404W; ENGL413; ENSC306
Ghassan Hamarneh,Computer Science,2.7,45,20,3.9,340; 383; CMP340; CMPT102; CMPT128; CMPT340; CMPT340419; CMPT419; CMPT829; COS126
Isabel Mayo-Harp,Languages,4.5,41,90.4762,2.6,102; SPAN100; SPAN102; SPAN102C100; SPAN103; SPAN201; SPAN202; SPAN210; SPAN302
Jijun Niu,Finance,4.9,20,100,1.9,BUS313; BUS410; BUSBUS
LINYI  LI,Computer Science,3.3,9,50,3.7,CMPT201
Michaela McGuire,Criminology,2,7,25,4.4,CRIM419; INDG422
Amy Lee,Biochemistry,3.5,4,40,2.5,MBB328; mbb110
Olessya Akimenko,Education,5,1,100,2,EDUC100W
Jeff McGuirk,Physics,3.9,56,92.3077,3.8,PHY120; PHYS100; PHYS101; PHYS121; PHYS211; PHYSICS100
Genevieve Fuji-Johnson,Political Science,3.5,39,77.7778,3.4,POL210; POL316; POL319; POL416; POL419; POL803; POL888; POLI419
Sophie Burrill,Mathematics,2.7,83,45.2381,3.7,FANX99; MATH150; MATH151; MATH190; MATH240
Suzanna Michener,Criminology,3.6,56,66.6667,3.4,CRIM103; CRIM355
Gordon Rintoul,Biology,4.7,47,92.6829,2.8,BISC205; BISC305; BISC405
Elena Halmaghi,Mathematics,2.9,47,55.1724,3.2,FAND100; FANX99; FANXD100; MATH100; MATH151; MATH157; MATHS100; MTH151
Richard Lockhart,Statistics,3.1,42,44.4444,3.7,100; STAT100; STAT201; STAT270; STAT380; STAT450; STAT485; STAT804; STAT830; STATS100
Graeme  Koelwyn,Health Science,4.3,7,87.5,3.3,HSCI321
Marina Rozenberg,Literature,2,6,0,3.7,intg100
Diana Cukierman,Computer Science,3.4,247,53.5948,3.1,120; CMPT120; CMPT150
Justin Chan,Mathematics,4.1,99,81,3.2,MATH100; MATH130; MATH151; MATH154; MATH155; MATH157; MATH232; MATH251
Paul Sedra,History,4.3,68,94.1176,3.2,151; HIST151; HIST355; HIST467
Diana Solomon,English,4.3,54,88.8889,2.5,103; 103W; 486W; ENG103; ENG103W; ENG113; ENG205; ENG206; ENG398; ENG486W; ENGL103; ENGL103W; ENGL113; ENGL113W; ENGL115; ENGL115W; ENGL205; ENGL211; ENGL420
Darren Byler ,Internation Service,4.9,16,100,2.1,IS105; IS314; IS356
Audrey Pearson,Biology,3.9,16,64.7059,3,BISC2014; BISC204; GEO104; GEOG213; GEOG215
Sharon Gorski,Molecular Biology & Biochemistry,4.2,8,60,2.6,BISC202; MBB446
Mark Blair,Cognitive Science,3.3,147,48.3146,3.4,COG100; COGS100; COGS110; COGS300; COGS310
Nick Hedley,Geography,3.1,66,59.2593,3.7,GEOG255; GEOG255GIS; GEOG356; GEOG457
Lloyd Lloyd Elliott,Statistics,3.6,54,69.0909,3.1,STAT240; STAT270; STAT440
Brenda Lautsch,Business Administration,3.8,46,100,2.2,272; 485; BUEC485; BUS237; BUS272; BUS485; BUS487
Laurie Nixon-Darcus,Anthropology,1.7,21,14.2857,3.7,ARCH101; arch301
Gustavo Balbino,Biomedical Physiology & Kinesiology,3.2,11,45.4545,3.7,BPK207; BPK306
Moksh Matta,Business Administration,4.4,8,87.5,3,361; 493
Sam Doesburg,Biomedical Physiology & Kinesiology,3.1,8,44.4444,3.5,BPK306; BPK426
Liane  Jean ,Kinesiology,3,7,42.8571,4,BPK303
Brynn Letham,Archaeology,2.4,5,16.6667,4.6,arch282
Casey Kirkpatrick,Archaeology,2.5,4,20,3.8,Arch131
Malcolm Kennett,Physics,4.5,4,100,3,PHY384; PHYS285; PHYS384
Carmen Bott,Physical Education,3,3,75,4,BPK141
Mackenzie Hart,Criminology,5,2,100,3,CRIM-303; CRIM413
Randall Pyke,Mathematics,1.9,221,19.8895,4.3,MATH152; MATH157; MATH232
Wendy Chan,Criminal Justice,2.5,49,20.6897,3.2,CRIM; CRIM213; CRIM311; CRIM320; CRIM431; SA335; SA345; SOCA
Radoslav Dimitrov,Political Science,3.7,30,76.6667,3.3,POL141; POL349; POL448; POL842
Lucas Herrenbrueck,Economics,4.1,28,78.9474,3.4,305; ECON291; ECON305; ECON807
Jocelyn Minns ,Computer & Informational Tech.,4.4,23,95.8333,2.8,CMPT225; CMPT276; CMPT307
Scott Harrison,Environmental Resources,4.7,14,93.3333,3.1,REM100; REM202; REM375; REM388
Xiaoting Sun,Economics,3.6,9,50,3.8,ECON333
Spyros Sofos,Humanities,4.8,8,100,2.4,HUM101W; HUM360W
Naghmeh Jahangir-Tafreshi,Psychology,5,1,100,2,PSYC110
Kevin Stewart,Business Administration,3.2,157,50.9434,4.2,BUS360; BUS360W
Corina Andreoiu,Chemistry,1.5,78,10.6667,4,1622; CHEM122; NUSC341; NUSC342
Steven Kates,Business Administration,1.9,63,13.3333,3.6,347; BUS; BUS343; BUS344; BUS347; BUS494; MARKETING
Robert Adamson,Business Administration,3.9,59,75.6757,3.1,105; BUS105; BUS233; BUS343; BUS391; BUS393
Matt Hussey,English,3.9,41,87.5,3.7,ENG102; ENG102W; ENG211; ENG300; ENG304; ENG306; ENGL102; ENGL102W; ENGL201; ENGL203; ENGL204; ENGL300; ENGL304; ENGL306; ENGL400
Katty Wang,Business Administration,3.5,30,61.2903,2.7,BUS238; BUS240
Amanda Watson,Sociology  Anthropology,4.3,28,75,3.1,SA100; SA100W; SA200; SA200W; SA302; SA302W; SA331
Natalia  Soloshchenko ,Business Administration,4.1,17,83.3333,1.2,BUS203; BUS300
Cristina Eftenaru,Computer Science,3.9,15,87.5,1.9,CMPT105W; CMPT376W
Angela Bessa,Archaeology,2.7,10,36.3636,3.8,ARCH131; ARCH323; Arch442
Ryan Sandrin,Criminology,4.4,7,87.5,2.6,CRIM220; CRIM251; CRIM300W; CRIM321; crim320
Anne Salomon,Resource Management,3,3,50,2.7,REM211; REM495
David Maxwell,Archaeology,3.8,128,69.3069,2.6,ARCH100; ARCH101; ARCH201; ARCH226; ARCH286
Glyn Williams-Jones,Science,2.3,84,14.7541,4.3,EASC; EASC207; EASC305
Alexandra Lysova,Criminology,3.3,71,51.4286,3.7,300W; CRIM300; CRIM300W; CRIM313; CRIM406; crim405
Yonas Weldeselassie,Computer Science,3.6,63,67.1875,3.7,CMPT120; CMPT125; CMPT130; CMPT130135; CMPT130AND135; CMPT135
Scott Harrison,Resource Management,3.2,45,52.2727,3.6,REM100; REM202W; REM311; REM471; REM495; REM88
Jean-Christophe Belisle-Pipon,Health Science,2,40,17.9487,4.1,HSCI319W
Francesco Berna,Archaeology,3.8,22,75,2.3,100; ARCH100; ARCH285
JD Fleming,English,4,19,80,3.1,ENGL115; ENGL115W; ENGL211; ENGL216; ENGL376
Ken Zupan,Not Specified,3.4,13,53.8462,2.3,100; IAT102; IAT110; IAT233
Pamela Stern,Sociology amp Anthropology,2.8,4,20,4,SA201; SA386; SA443
Michael Gilraine,Economics,5,4,100,2.5,ECON260
Stuart Poyntz,Communication,4.5,40,71.4286,2.5,CMNS110; CMNS210; CMNS221; CMNS327; CMNS428; CMNS487
Simon Ford,Business Administration,4.8,21,90.9091,2.6,BUS201; BUS238; BUS240; BUS338
Garry Mund,Chemistry,4.6,150,96.9697,2.7,121; CHEM120; CHEM121; CHEM122; CHEM125; CHEM126
Matthew Devos,Mathematics,4.1,105,80.5556,2.9,MACM201; MATH151; MATH154; MATH301; MATH302; MATH303; MATH304; MATH308; MATH338; MATH345
Nienke Van Houten,Health Science,3.1,57,50,3.3,212; HSCI100; HSCI212; HSCI323; HSCI441; HSCIHSCI; hsci477
Naoko Takei,Languages,4.2,44,78.5714,2.7,100; JAP100; JAP100C; JAPN100; JAPN101; JAPN200; JAPN201; JPN201
Ivelina Koleva Tchizmarova,Linguistics,3.8,26,69.2308,3.1,LING101; LING160; LING200; LING220; LING323
Thomas Claydon,Kinesiology,2.9,24,25,3.8,BPK305; BPK412; KIN305; KIN412
Sabrina Lee,Biomedical Physiology & Kinesiology,3.7,11,66.6667,2.3,BPK201; BPK304W; BPK340
Brian Fraser,Computer Science,4.4,153,87.6033,3.1,CMPT; CMPT120; CMPT130; CMPT201; CMPT213; CMPT433
Sanjay Jeram,Political Science,4,129,76.7442,3,POL100; POL200; POL200W
Torsten Kehler,English,4.4,110,83.0189,2.4,ENG101; ENG111W; ENG115W; ENG311; ENG312; ENG342; ENG383; ENGL111W; ENGL113W; ENGL203; ENGL210; ENGL311; ENGL313; ENGL383; HIST407W
Dimitrios Krallis,History,2.8,49,35.7143,4,460; HIST277; HIST306; HIST307; HIST308; HIST317; HIST349; HIST365; HIST390; HIST391; HIST460; HS100; HUM110; HUM277; HUM340
Shahram Payandeh,Engineering,2.6,32,44.4444,2.9,ENSC; ENSC230; ENSC386; ENSC470; ENSC488; ENSC489; ENSC4XX
Jamal Nazari,Business Administration,4.4,11,75,3.3,BUS321; BUS420
Mariam Georgis,Gender Studies,4.4,9,88.8889,3.4,GSWS200; GSWS215; GSWS318
Beau  Wallbridge,Psychology,5,2,100,2,PSYC352; PSYC354
Alys Avalos-Rivera,English,1.5,134,14.1791,4.3,ENGL114; ENGL114W; ENGL199W; ENGL375; ENGL470W
Mo Chen,Computer Science,2.5,55,38.1818,4.2,CMPT125; CMPT419; CMPT726; CMPT983; COS123
Yuri Taira,Business Administration,1.5,31,16.129,3.3,BUS343; BUS346; BUS434; BUS478
Anoop Sarkar,Computer Science,3.8,30,62.5,3.6,CMPT127; CMPT379; CMPT413; CMPT825
Angel Chang,Computer Science,2.3,20,35,4.2,CMPT412; CMPT413; CMPT839; CMPT983
Keval Vora,Computer Science,3.2,94,53.1915,4.1,CMPT431; CMPT459
Bascom Guffin,Anthropology,4.1,57,80,2.7,ANTH101; ANTH402; SA100; SA101; SA150; SA1O1; SA316; SA322; SA359; SA364; SA401; sa255
Yuthika Girme,Psychology,4.6,45,86.6667,2.3,PSYC361; PSYC362; PSYC367; PSYC391; PSYCH362; PSYCH391
Chelsey  Armstrong,Humanities,2.3,34,29.4118,3.6,INDG101
Jan Kietzmann,Business Administration,3.4,24,45.4545,3,BUS338; BUS361; BUS364; BUS450; COM331
Paul Budra,English,4.4,163,86.6667,2.8,ENG; ENG103; ENG105W; ENG113W; ENG115; ENG311; ENG312; ENG383; ENGL113W; ENGL115; ENGL115W; ENGL211; ENGL310; ENGL312; ENGL383; ENGL414
Ash Parameswaran,Engineering,4.1,101,55.1724,2.8,120; ENSC120; ENSC220; ENSC220ENSC225; ENSC225; ENSC324; ENSC387; ENSC854
Christian Venhuizen,Business Administration,3.7,95,76.9231,3.8,BUS201; BUS2OO; BUS360; BUS360W
Miranda Meents,Biology,3.8,24,54.1667,3.3,BISC102; BISC326; BISC328; BISC337; BISC366
Ashleigh Rich,Health Science,2.4,7,42.8571,2.1,HSCI207
SiQi Zhou,Computer Science,4.4,7,85.7143,3.1,CMPT210
Addisu Bailie,Education,2.8,6,50,2.8,AIS111; EDUC252; educ326
Natahnee Winder,Indigenous Studies,1.8,15,13.3333,3.1,101; 211; 401
Dan Gibson,Earth Science,3.5,15,69.2308,4.1,EASC204; EASC309
Yuepeng Wang,Computer Science,4.3,9,88.8889,2.9,CMPT383; CMPT777
Janice Regan,Computer Science,1.8,388,7.6613,4.3,CMPT125; CMPT275
Jim Carter,Kinesiology,4.5,50,90,2.9,BPK140; BPK142; BPK340; BPK407; KIN140; KIN142; KIN143
Damon Poburko,Biomedical Physiology & Kinesiology,2.2,11,27.2727,4.3,BPK205; BPK305
Nils Bruin,Mathematics,1.9,269,19.3717,4,CALC152; MACM201; MATH151; MATH152; MATH240; MATH340; MATH341
Stephanie Vlachos,Molecular Biology  Biochemistry,4,65,75,3.5,MBB201; MBB231; MBB308; MBB331; mbb229
Alaa Alameldeen,Computer Science,4.8,31,100,3.1,CMPT295; CMPT305; CMPT431
Lance Lesack,Geography,3.9,27,81.8182,3.2,316315; BIOECOL; BISC204; BISC414; BISC416; GEOG315; GEOG315316; GEOG316
Kirsten Zickfeld,Geography,3.7,17,66.6667,3.1,214; GEO414; GEOG214; GEOG314
Gohram  Baloch,Business Administration,4.8,16,93.75,2.5,3972; BUS-336; BUS336; BUS373
Brea McCauley,Archaeology,2.6,12,50,3.3,ARCH101; ARCH226
Will Niver,Resource Management,5,7,100,1.6,REM-320W; REM350
Irina Kovalyova,Molecular Biology & Biochemistry,3.1,79,54.4304,4,MBB222; MBB229; MBB231; MBB309; MBB309W; MBB331
Margaret Linley,English,3.5,66,78.9474,3.4,102; 329; ENG102; ENG105; ENG105W; ENG112W; ENG115W; ENG206; ENG329; ENG363; ENG364; ENG465; ENG8; ENGL105; ENGL112; ENGL112W; ENGL115; ENGL115W; ENGL206; ENGL329; ENGL330; ENGL336; ENGL363; ENGL364; ENGL413; ENGL465; ENLG329
Thomas Kuehn,History,3.2,65,38.4615,3.8,151; 486; HIST151; HIST350; HIST350AND457; HIST351; HIST354; HIST457; HIST47; HIST486; HIST4XX; HIST8XX; HISTORY354
Majid Shokoufi,Engineering,3.6,48,68.75,3.6,ENSC-225; ENSC-252; ENSC-280; ENSC-325; ENSC383
Koopa Hakimi,Mathematics,4.8,5,100,3,CMPT115; CMPT120; ENF100
Gerhard Gries,Biology,4.7,45,85.7143,2.6,317; BIO204; BISC204; BISC204BISC317; BISC317; ECOLOGY204
Rejean Canac-Marquis,Languages,3,35,63.1579,3.6,3702YRSAGO; FREN-425; FREN275; FREN304; FREN370; FREN417; FRENC304; FRENCH; FRENXXX
Parvaneh Saeedi,Engineering,2.7,23,40,3.4,320; ENSC304; ENSC383; ENSC474; ENSC800; ENSC801; ENSE460
Maral Moradipour,Languages,1,2,0,4,GA333
Parmit Chilana,Computer Science,3,2,100,4,CMPT363
Luke Clossey,History,3.9,100,68.5714,3.5,385; 388; HIS254; HIST130; HIST254; HIST338; HIST388; HIST468; HIST472
Navid Alaei,Mathematics,3.3,41,72.4138,3.6,MATH100; MATH152; MATH155; MATH232
Stefan Smulovitz,Art,4.5,31,83.871,2,CA149
James Kelleher,English,1.9,16,18.75,4.1,ALC099; IUW100
Richard Wright,Psychology,3.9,184,77.1084,2.8,221; 330; PSYC221; PSYC330
Denise Oleksijczuk,Fine Arts,3.3,38,37.5,3.2,167; 167168; 168; 210; ARTHISTORIES; ARTHISTORY; CA117; CA118; FPA167; FPA167168; FPA168; FPA187; FPA210; FPA312; FPA369; FPA412; FPA414; FPA417; FPASECT
Adel Iskandar,Communication,4.8,24,100,1.6,CMNS130; CMNS348; CMNS448
Sabine Bitter,Fine Arts,2.2,11,14.2857,3,CA261; FPA161; FPA186; FPA210; FPA365
Stephanie Dick,Communication,4.2,10,80,2.8,235; CMNS353
Emily Salmon,Business Administration,4,18,77.7778,2.4,BUS275
Ray Zhang,Accounting,3.6,12,63.6364,3.2,BUS251; BUS254; BUS322
Kathleen Fitzpatrick,Biology,3.4,143,47.7612,3.5,202; BIO202; BISC102; BISC202; BISC302; BISC302W; BISC333; BISC357
Alessandra Capperdoni,English,2.8,86,30.6122,3.8,101W; 103W; ENG111W; ENGL111W; GSWS200; HUM102; HUM102W; HUM106; HUM222; HUM309; HUM320; HUM321W; HUM325; HUM340; HUM350
Leanne Barlow,Business Administration,2.6,72,42.8571,4.2,BUS217; BUS217W; BUS360; BUS360W; BUS861
Sandie Dielissen,Archaeology,4,36,77.7778,2.7,FNST101; FNST201; FNST201W; GSWS101; INDG201; INDG201W; INDG286; INDG301; INDG302; indg101
Vlad Vintila,History,3.3,27,60,3.3,425W; HIST115; HIST220; HIST425W; ITAL100; ITAL101; ITAL390
Luana Carcano,Business Administration,2.9,26,46.1538,3.3,BUS217; BUS217W; BUS340; BUS341; BUS401; BUS478
Simon Pollon,Philosophy,3.7,21,57.1429,3.5,ENV320; ENV320W; LIBS7102; PHIL100W; PHIL105; PHIL144; PHIL150; PHIL203; PHIL300; PHIL328; PHIL343
Brenda Morrison,Criminal Justice,2,103,14.7059,3.1,103; CRIM315; CRIM416
Julian Somers,Health Science,2.9,60,36.8421,3.2,HSC100; HSCI180; HSCI214; HSCI402; HSCI485
Nicholas Scott,Sociology,2.5,50,40,3.3,255; 442; SA255; SA355; SA371; SA461
Brent Ward,Earth Science,2.1,22,16.6667,4.1,EASC; EASC104; EASC209; EASCD104
Jingzhou Na,Mathematics,4.9,8,100,2.9,MATH-260
Victoria Thomas,Communication,4.3,7,85.7143,2.9,CMNS215; CMNS311; CMNS316
Karen Ferguson,History,2.5,75,11.1111,4.5,382; HIST; HIST213; HIST277; HIST3; HIST34263; HIST374W; HIST382; HIST4; HIST400; HIST426; HIST440; HIST455; HIST487; HIST999; HISTORY382; HST382; URB; URB635; hist436
Nicholas Dulvy,Biology,2.9,23,52.9412,3,BISC; BISC 309; BISC309
Shivaji  Mukherjee,Political Science,4.6,11,90.9091,2.5,339; POL132
Alex King,Philosophy,5,5,100,3,PHIL221; PHIL321; PHIL331; PHIL467W
Nazanin Shahrokni,International Studies,4,3,66.6667,3.3,IS315
Jonathan Moore,Environmental Studies,5,1,100,2,BISC412
"Hao ""Richard"" Zhang",Computer Science,2.7,38,62.5,3.7,250; CMPT250; CMPT361; CMPT412; CMPT461; CMPT464; CMPT466; CMPT764
Joel Akinwumi,Languages,4.7,3,100,1.7,WL100
Bojan Mohar,Mathematics,2.5,26,38.8889,3.7,MACM201; MATH240; MATH345
AJ Withers,Gender Studies,4.7,3,100,2.3,GSWS-315; GSWS333
Eric Guiry,Archaeology,5,2,100,1.5,ARCH101; ARCH376
Shih En Lu,Economics,2.9,76,46.4286,4.6,302; ECO302; ECON222; ECON282; ECON302; ECOND102
Gregory Harder,Economics,2.6,42,32.1429,3.4,220W; 225; ECON103; ECON105; ECON1054; ECON220W; ECON260; ECON3
David Freeman,Economics,2.3,14,30.7692,4.1,ECO201; ECON201; ECON331
Kevin Schnepel,Economics,4.9,7,100,2.3,ECON334; ECON448W
Sophie Wilkinson,Environmental Resources,2.4,7,42.8571,4.1,REM100; REM471
Iris Gordon,Psychology,1.6,212,14.6226,4.6,PSYC102; PSYC201W; PSYC308; PSYC391
Paola De Rycke,French,4.5,57,100,2.7,FRE122; FRE212; FREN102; FREN121; FREN122; FREN211; FREN212; FREN217; FREN221; FREN222; FREN223; FREN301; FREN303; FREN401; FRENC221; FRENCH212; FRENCH304; FRENGRAM
Jia Fei,Foreign Languages,4.8,26,100,2.1,CHIN100; CHIN101; CHIN151; CHIN152; CHIN153; CHIN200; CHIN201; CHIN330; CHIN460
Coleman Nye,Gender Studies,4.4,24,87.5,2.3,FASS101; GSWS103; GSWS208; GSWS315; GSWS316; GSWS320; GSWS321; GSWS411; GSWS414
Kamyar Razavi,Communication,5,7,100,2,CMNS126; CMNS235
Manon Parise,French,2.5,2,50,2,FREN; FREN210
Craig Scratchley,Engineering,1.9,187,20,3.7,351; ENSC151; ENSC251; ENSC254; ENSC351; ENSC405W
Jen Marchbank,Women's Studies,3.7,41,46.1538,2.8,EXPL130; EXPL140; EXPL160; EXPL301; EXPL310; GDST300; GSWS102; GSWS330; WS303
Harald Hutter,Biology,3.3,37,57.1429,3.7,202; BISC202; BISC333; BISC423; BISC474
Praise Ma,Business Administration,4.3,22,81.8182,3.2,BUS251; BUS426
Robert Bandringa,Indigenous Studies,4.6,17,88.2353,2.6,7544; INDG332
Brad McNeney,Statistics,3.8,74,83.3333,2.5,305; STAT201; STAT302; STAT305; STAT341; STAT360; STAT410; STAT452; STAT652; STATS302
Gordon Myers,Economics,3.5,57,58.3333,2.6,ECON103; ECON105; ECON290; ECON301; ECON392; MICRO103
Michael Hathaway,Anthropology,3.5,53,60,2.4,101; ANTH101; SA101; SA388; SAD
