name,department,rating,num_ratings,would_take_again_percent,difficulty,courses
Karen Yeats,Mathematics,3.4,26,100,3.9,MACM201; MATH240; MATH447
Charles-Louis Labrecque,Political Science,4.2,3,-1,3,POL251; POL349
Shamshad Khan,Communication,3.7,3,-1,3,CMNS223; CMNS346; COM4813
Carole Gerson,English,4.5,8,-1,2.6,CANADIANLIT; ENG455; ENGL105; ENGL354; ENGL435
Dirk Kirste,Earth Science,3.4,22,-1,3.3,EASC106
Angela Brooks-Wilson,Kinesiology,4.8,5,-1,2.4,BPK420; KIN140
Yen  Cheng,Biomedical Physiology  Kinesiology,4.1,9,-1,3.9,205; BPK205
Jacqueline Jordan,Design,1.5,1,-1,1,IAT210
Akin Akinwumi,Geography,4.3,13,-1,3.2,241; GEO100; GEO261; GEOG100; GEOG241; GEOG261
Jenny Steinke,French,4.5,1,-1,2,FREN120
Douglas Edward Ross,Archaeology,4,8,-1,3.1,273; ARCH100; ARCH223; ARCH272; ARCH273
Margaret Jackson,Criminology,4.9,4,-1,1.8,CRIM416; CRIM440
Modupeoluwa Jebutu,French,2.5,3,-1,3,FR122; FRENCH122
Elizabeth Blackwood,Political Science,4,5,-1,3.6,LBST101; POL343
Blake Byron Walker,Geography,5,1,-1,4,GEOG355
Sherry Mumford,Criminology,5,1,-1,5,CRIM440
Michel Joffres,Health Science,3.6,52,-1,1.9,140; HLSC211; HSC140; HSCI140; HSCI211; HSCI330
Kseniya Garaschuk,Mathematics,4.8,4,-1,2.8,FANX99; MATH100
Peter Horban,Philosophy,3.6,297,-1,3.6,PHIL001; PHIL001100110; PHIL1; PHIL100; PHIL100W; PHIL101; PHIL110; PHIL120; PHIL240; PHILLOTS; PHILXX1
Karl Froschauer,Sociology,2.9,42,-1,2.8,SA100; SA100SA300; SA100W; SA150; SA150C; SA300; SA350; SAD100; SOC100; SOCIOLOGY100
Craig Asmundson,Kinesiology,3.8,35,-1,2.6,BPK142; KIN142; KIN152; KINKIN
Iain Begg,Business Administration,2.3,2,-1,2,BUS314
Harun Kurkcu,Mathematics,3,14,-1,2.4,MATH130; MATH152; MATH157
Cherlynn Bassani,Sociology,2.5,12,-1,2.8,IS240; POL201; SOC1125; SOC324; SOCIO2260
Peter Morelli,English,5,1,-1,4,ENG486
Janet Sturgeon,Geography,2.4,26,-1,2.9,389; CLASSSECT; GEO241; GEOG241; GEOG241389; GEOG389; GEOG468; GEOGGEOG
Robert Christie,Film,3,1,-1,3,FPA135
Karen Robson,Business Administration,2.4,10,-1,3.4,BUS341; BUS343
Lisa Helps,Criminology,4.5,1,-1,4,CRIM319
Kivanc Tatar,Fine Arts,2.5,1,-1,1,FPA149
Michelle Iorio,Business Administration,4,18,-1,2.7,BUS254
Carol Wenzel,Biology,3,17,-1,3.5,202; BIO202; BIOT4260; BISC; BISC100; BISC202; BISC303
John Jones,Engineering,4.5,50,-1,2.1,100; ENSC100; ENSC100W; ENSC101; ENSC106; ENSC201; ENSC330; MSE102
Carl Schwarz,Statistics,4,18,-1,3.2,STAT201; STAT300; STAT301; STAT302; STAT340; STAT342; STAT403; STAT430; STATS201
Alexei Kochetov,Linguistics,2.7,28,-1,4.2,221; LIN100; LING; LING110; LING221; LING221321; LING321; LING321PHONO; LING441; LINGUISTICS221
Tirthankar Bose,English,4,20,-1,2.7,103; 316; EBG380; ENG; ENG103; ENG205; ENG312; ENGL; ENGL103; ENGL205; ENGL312; ENGLISH; ENGLISH20
Ian Chunn,Communication,2.3,86,-1,3.4,110; CMNA372; CMNS103; CMNS110; CMNS130; CMNS130W; CMNS372; COM101; COM130W; MACS130
Jennifer Pink,Psychology,4.1,9,-1,2.6,362; PSYC362
Graham Lyons,English,1.8,2,-1,5,ENG100; ENG207
Bettina Cenerelli,French,4.6,5,-1,3.4,FRD; FREN245; FREN344
Tyler Herrington,Geography,3.3,3,-1,3.3,GEOG214
Bersant Hobdari,Economics,3.2,55,-1,2.8,382; BUEC280; CMNS383; E342; E381; ECON260; ECON305; ECON342; ECON381; ECON3814; ECON382; ECON382383; ECON383
Freda Eddy Sumeke,Business Administration,2.2,100,-1,4,291; BUS312; BUS316; BUS316E; BUS410; BUS418; BUS418E; ECON1250; ECON290; ECON29091; ECON291; ECON302; MICROS13
Robert Grauer,Business Administration,2.8,21,-1,4.4,BUEC817; BUS000; BUS315; BUS826
Elspeth Pratt,Fine Arts,3.6,10,-1,2.8,FPA160; FPA161; FPA260; FPA261; FPA460
James Thompson,Linguistics,2,13,-1,3.9,221; 221100; 221D100; LING221; LING222
Khaled Hamdan,Geography,3.7,11,-1,2.2,GEO202UFV; GEO2140; GEO215; GEOB102UBC; GEOG215; GEOG317; GEOG417
Masood Kamlani,Business Administration,3.1,62,-1,3.4,254; ACCT254; ACCTD200; BUS251; BUS254; BUS272; BUS321; BUS322
Jonas Jankauskas,Mathematics,2.2,13,-1,3.9,MATH115; MATH152; MATH215
Monica Escudero,International Studies,3.2,28,-1,3.3,LAS; LAS100; LAS100322; LAS140; LAS312; SA100; SPAN102; SPAN103
Jana Vamosi,Biology,3.8,4,-1,3,BISC300; PLBI327
Nick Athey,Criminology,4.3,20,-1,2.7,104; CRIM101; CRIM104
Penelope Deck,Kinesiology,3.9,79,-1,3.1,140; BPK110; BPK140; HSCI100; KIN110; KIN110140; KIN140; KIN140D; KIN140INT; KIN142; KIN306
Joe Qranfal,Mathematics,1.4,27,-1,4.2,1571234; 310; MATH152; MATH157; MATH232; MATH251; MATH310
Brian Booth,Computer Science,3.6,4,-1,5,CMPT300
Ying Wai Tang,Computer Science,1.8,3,-1,4,CMPT165
Joanna Amirault,Criminology,3,4,-1,3.8,CRIM3000; CRIM314; CRIM316; PSYC3001
D. C. Merrett,Archaeology,3.3,4,-1,2.5,ARCH322; ARCH334; ARCH344
Abby Kolb,Criminology,4.3,13,-1,3.5,300; 300W; 400W
Greg Felbman,International Studies,5,1,-1,3,IS101
Stewart Parker,International Studies,4,1,-1,3,IS220
 Dimitra  Panagiotoglou,Health Science,5,1,-1,1,HSCI305
R.Craig Asmundson,Kinesiology,4.1,57,-1,3.1,142407; BPK142; BPK143; KIN142; KIN142C; KIN407; KINES142
Dolores Van Der Wey,Education,2.9,9,-1,3.1,ABC311; EDU311; EDU395; EDUC311; EDUC341
Meg Krawchuk,Geography,2,1,-1,4,GEOG215
Phyllis MacIntyre,Business Administration,1.3,11,-1,3.5,BUS207; BUS272
Elic Chan,Sociology,4.5,5,-1,3,1120SOCIOLOGY; SA322; SOCI1120; SOCIO210
Zhaosong LU,Mathematics,2.3,4,-1,3.8,150; MACM316; MATH151
Catherine Murray,Communication,2.7,75,-1,3.5,CMNS130; CMNS230; CMNS333; CMNS363; CMNS432; COM130; GSWS; WS410
Jessie Singh,Business Administration,4.5,2,-1,3,BUS478
Ming Li,Finance,3.8,2,-1,3.5,BUS316
Mohammed Akbar,Economics,2.6,132,-1,2.6,ECON103; ECON1150; ECON210; ECON232; ECON305; ECON355; ECON355W; ENTR3150; MATH2312; MICRO100; MICROECON
Tom Brown,Mathematics,2.4,49,-1,3.1,303; BUS303; CAL151; MA151; MACM201; MATH151; MATH152; MATH232; MATH438; MATH495
Anne Ahmad,Communication,4.1,25,-1,3.1,135; CMNS; CMNS130; CMNS426; CMNS473; GD131
Chiaka Drakes,Mathematics,3.9,42,-1,3.6,CACL251; CALC251; MATH100; MATH150; MATH152; MATH157; MATH158; MATH251; MATH310; MATHS310
Martin Behr,English,1.5,5,-1,4,ENG101; ENG105; ENG199; ENG199W; ENGL101
Bernie Maroney,Business Administration,3.6,50,-1,3.6,BUEC232; BUEC232BUS336; BUS207; BUS207D200; BUS336; BUS345; BUS443; BUS447; BUS473; BUS477; ECON336
Rishma Johal,Women's Studies,3.2,5,-1,3.6,ENG101; GSWS101; GSWS102
Ester Tejeda,Languages,4.2,33,-1,3.4,FREN; SAPN102; SPAN; SPAN102; SPAN103; SPAN201; SPAN202; SPAN305
Cindy Barha,Psychology,4.3,3,-1,4,325; PSYC325
Kim Lockhart,Education,5,3,-1,2.7,380; EDUC380
Gilliam Smith,Education,4,1,-1,2,EDUC423
Jane  Huang,Computer Science,1.7,27,-1,3.8,125; CMPT125; CMPT354; MACM101
Stewart Marshall,Accounting,4,1,-1,3,BUS251
Colin Green,History,5,7,-1,2.3,255; HIST254; HIST255; HISTORY254
Pavol Hell,Computer Science,4,36,-1,3.5,307; CMP307; CMPT307; MACM101; MACM201; MATH343
Zita McRobbie,Languages,3.8,26,-1,2.7,130; LING130; LING220; LING221; LING309; LING321; LING330; LING401; LING407; LING409; LINGUISTIC
Colin Weir,Mathematics,3.6,10,-1,2.5,152; MATH152
Ravi Neelakantan,Chemistry,4,1,-1,3,CHEM121
Ayaka Iwase,Communication,3.3,2,-1,2,262; CMNS262
Joy Palacios,French,5,1,-1,1,FREN441
Navid Alam,Mathematics,3,1,-1,5,MATH155
Wang Tang,Computer Science,4,1,-1,2,CMPT165
Giuseppe Danese,Economics,2.5,4,-1,4,354; ECON260; ECON354
Qian (Michelle) Zhou,Statistics,2.1,23,-1,3.3,201; STAT101; STAT201; STAT285; STAT330; STAT445; STATS101; STATS201
Norm O'Rourke,Psychology,2.7,25,-1,3.6,106; GER; GER301; GERO; GERO300; GERO301; GERO400; GERO409; GERO411; PSYC106; PSYCH106
Mohamed Touahria,French,3.4,6,-1,2.3,221; FREN100; FREN210; FREN211; FREN221
Gary Harris,Fine Arts,3.6,17,-1,2.2,170; FPA170; FPA171; TECH171
Michael Hiatt,Biochemistry,3.1,4,-1,3.5,MBB231
Amir Farahani,Physics,4.5,15,-1,2.5,121; PHYS100; PHYS101; PHYS115; PHYS121; PHYS131
Margaret Cobbett,Geography,2.5,3,-1,3.3,GEOG312
Colleen Collins-Dodd,Business Administration,3.5,6,-1,3,343; BUS345; BUS347; BUS754; MOTMBA
Jessica Stanley ,Psychology,4.1,4,-1,2.8,241; PSYC241
Gregory Cetnarowski,Chemistry,5,2,-1,3,CHEM261; CHEM371
Andrea Nicki,Health Science,3.6,27,-1,2.6,HSCI319; HSCI319W; HSCI327; WMS316; WS316
Momcilo Deretic,Not Specified,4.5,6,-1,2.2,BUS478; COMM491; D100
Camille Panier,French,4.3,6,-1,2.3,FREN210; FRENCH210
Timothy  Michel,Education,3.8,4,-1,2,EDU100; EDUC100; EDUC100W; EDUCATION100W
Chris Bastone,Computer Science,2.8,13,-1,3.2,CMPT320
Gordan Djurdjevic,Asian Studies,3.6,14,-1,1.9,ASC202; EXPL140; HUM130; HUM201; HUM300S; HUM331; HUM332; HUM409; HUM422
Tracey Leacock,Education,2.6,14,-1,3.1,COGS100; EDUC220; EDUC222; EDUC320
Keshav Mukunda,Mathematics,4,41,-1,3,FALX99; FANX99; MATH100; MATH1201; MATH150; MATH151; MATH152; MATH155; MATH157; MATH197; MATH232
Ben Woo,Communication,2.2,5,-1,4.6,CMNS223; COMM1101
Neil Abramson,Business Administration,2.5,31,-1,4,478; BUS340; BUS478; BUS710; BUSINESS
Allan Majdanac,Mathematics,5,4,-1,2.3,MATH150; MATH2260
Scott Briscoe,Biology,3,53,-1,3.9,222; BIS202; BISC100; BISC202; BISC303; MBB221; MBB222; MBB231
Marianne Jacquet,Education,4.5,3,-1,2.3,482; EDUC382
Ray Jennings,Philosophy,3.6,60,-1,3.6,210; 210314; LOGICMANY; PHIL210; PHIL210214; PHIL214; PHIL280; PHIL300; PHIL310; PHIL314; PHIL3XX
Stephen Makonin,Computer Science,4.4,11,-1,1.5,165; CMPT165
Senem Oz,French,4.8,6,-1,1.2,FREN120
Robert Hanlon,Political Science,4.4,17,-1,2.6,D300; IS100; IS101; IS201; POL100; POL101; POL101W; POL201; POL373; POL448; POLI101; POLI231
Philippe Giabbanelli,Computer Science,3.2,47,-1,4.4,CMPT120; CMPT225; CMPTD200
Morten Jerven,International Studies,3,42,-1,3.8,IS101; IS220; IS2220; IS324; IS429; IS450; IS800; IS802; ISA
Christina Neudorf,Geography,2,1,-1,4,213
Scott Marsden,English,5,5,-1,2.2,ENG105W; ENG10XW; ENG199; ENG199W; ENGL101
Ehor Boyanowsky,Criminology,3.1,38,-1,3,CRIM103; CRIM130; CRIM135; CRIM301; CRIM313; CRIM319
Benoit Brisson,French,5,1,-1,4,FREN321
Adam Cotterall,Not Specified,3.8,10,-1,2.4,374; BUS272; BUS374
Lindsay Meredith,Business Administration,3.2,16,-1,3.3,BUS344; BUS444; BUS446
Paul Warwick,Political Science,3.4,13,-1,2.9,1S210; IS240; IS419; POL; POL201; POL431; POL830; POLISCI4; POLYSCI
Ruiwen Chen,Computer Science,4.1,9,-1,2.3,CMPT125; CMPT126; CMPT470
Andrew Gemino,Business Administration,4.3,40,-1,3.1,201; 237; BUS; BUS201; BUS232; BUS237; BUS361; BUS364; BUS462; BUS468; BUS554
Darby Thompson,Statistics,4.6,18,-1,2.2,STAT203; STAT302; STAT305; STATS302; STATS305
Tariq Nuruddin,Computer Science,1.5,12,-1,3.9,CMPT150; COM100; MATH112
Mary Chong,Accounting,3.4,7,-1,3.6,AUDIT; BUS254; FMGT3410; FMGT4410
Dorota Salvail,Criminology,5,3,-1,2,CRIM101; CRIM135; CRIM315
Martin Kitchen,History,2.8,15,-1,3.4,HIST; HIST201; HIST225; HISTORY; HST205
Brandon Marriott,History,3.3,4,-1,3.8,HIST130; HIST151
Karen Davison,Health Science,5,1,-1,4,HSCI140
Oksana Chkrebtii,Statistics,2.7,6,-1,2.8,STAT203; STATS203
Marco Espinoza,Education,3,2,-1,3,370
Albert Curzon,Physics,2.5,48,-1,4.2,221; P102; PHY102; PHYS101; PHYS102; PHYS211; PHYS221; PHYS346; PHYSICS101; SILLY
E.O. Boyanowsky,Criminal Justice,2.5,113,-1,3.3,319; CRIM103; CRIM301; CRIM313; CRIM416; CRIMPSYC
Brooke Seal,Psychology,3.8,21,-1,3.1,102; PSYC102; PSYC371; PSYCH102; PSYCH371
Graeme Coetzer,Business Administration,2.7,33,-1,2.6,BUS251; BUS271; BUS272; BUS487; BUS488
Nick Mitrou,Kinesiology,5,1,-1,2,BPK305
Rosemary Cornell,Biochemistry,1.7,13,-1,4.4,322; MBB322; MBB422
Doug Wilson,Science,4.8,22,-1,2.3,329; BISC307; BISC307329; BISC329; BISC329307
Brian Pendleton,Asian Studies,3.3,13,-1,2.9,200; ASC200; ASC201; ASC302; ASC303
Reza Sabzehgar,Engineering,3.6,8,-1,3.1,EE330; ENSC225; ENSC387; ENSCD300
Jacqueline Turner,Humanities,3,17,-1,3.4,ENG102; ENG102W; ENG199; ENG199W; ENG374; ENGL102W; ENGL199W; ENGL374; POETR102
Stephen Bath,Business Administration,1.5,2,-1,3,BUS345
Peyman Taheri,Engineering,4.1,6,-1,3,ENSC283; ENSC388; MSE321
Adrienne Peters,Criminology,4.4,25,-1,2.5,104; CRIM101; CRIM104; CRIM135
S. Cenk Sahinalp,Computer Science,2.9,5,-1,4,711; CMPT711; CMPT889; CMPT891
Samantha Balemba,Criminology,3.4,4,-1,3.8,CRIM316; CRIM320; RESMETH
Marti Sevier,Linguistics,5,3,-1,2.7,EAS101
John Clague,Earth Science,3.1,7,-1,3.3,EASC101; EASC104; EASC403
Kouri Keenan,Criminology,5,4,-1,2.5,CRIM330; CRIM356
Sara Smyth,Criminology,3.1,15,-1,3.3,CRIM318; CRIM380
Andrew Reid,Criminology,2.9,11,-1,3.9,CRIM101; CRIM1150; CRIM220; CRIM352; CRIM380; CRIM381
Maureen Fizzell,Business Administration,3.9,6,-1,1.5,BUS251; BUS320; BUS420
Arash Rafiey,Computer Science,3.4,11,-1,2.9,CMPT126; CMPT212; CMPT307; D100
Peter Pretorius,Physiology,2.7,6,-1,4.2,BPK461; KIN461
Vladan Pantic,Communication,2.9,10,-1,2.2,CMNS230; COM110130; COMM132
Brad King,Communication,3.7,20,-1,3.2,CMNS323; CMNS323W
Lou Hafer,Computer Science,2.2,94,-1,4.5,CMPT125; CMPT126; CMPT150; CMPT250; CMPT371; CMPT471; COMP125
Amir Ghaseminejad,Communication,4,25,-1,2.4,CMNS230; CMNS235; CMNS260; CMNS331; CMNSCMNS
Kathleen Cross,Communication,4.1,31,-1,3.3,CMNS130; CMNS230; CMNS235; CMNS262; CMNS331; CMNS332; CMNSD100
Tim Takaro,Health Science,3.6,8,-1,2.5,BPK140; HSCI130; HSCI212
Dr. Isabell Graf,Mathematics,2.8,2,-1,2.5,MATH251
Nebile Barkin,Economics,2.3,6,-1,4,ECON103; ECON105; ECON201; ECON290
Adam Vaughan,Criminology,5,4,-1,2.3,CRIM131; CRIM220; CRIM251
Anne Hales,Education,4.8,8,-1,2.3,EDUC405; FALX99; PDP
Don Kugler,Fine Arts,4,3,-1,1,COS126; FPA357; FPAFPA
David Anderson,Philosophy,4.3,9,-1,1.6,PHIL110; PHIL201; PHIL201W
Alex Abdel-Malek,Education,5,2,-1,3.5,EDU323; EDUC323
John Heaney,Business Administration,2.1,36,-1,3.1,315; 315100; BUEC815; BUS315; BUS413; BUS802; BUS806
Phil Curry,Economics,3.8,32,-1,2.5,282; 301; ECON103; ECON282; ECON301; ECON402; ECONOMICS103; ECONSECT
James Climenhage,Psychology,4.7,3,-1,2.7,260; PSYC260
Darcie Bennett,Sociology,5,2,-1,2.5,SA304
Homa Eghbali,Engineering,4.7,9,-1,2.1,ENSC325
Heather Gies,Communication,5,1,-1,2,CMNS130
Linda Harasim,Communication,2.9,9,-1,3.2,CMNS362; CMNS453
Gary Mauser,Business Administration,3.6,18,-1,4,442; BUS; BUS442; BUS449
Amie McLean,Sociology,3.1,20,-1,2.6,SA150; SA335; SOC101
Niki Huitson,Criminology,3.6,18,-1,2.7,CRIM103; CRIM129; CRIM203; CRIM220; CRIM300; CRIM355; CRIM402; CRIMM355; HIST203
Liana Sammartino,Languages,3.8,2,-1,3.5,ITAL100
Veronika Tzankova,Not Specified,5,1,-1,4,IAT103W
Brent McFerran,Marketing,4.3,2,-1,2.5,BUS449
John Kowalik,Mathematics,4.8,2,-1,3.5,ACMA335
Susan Baxter,Health Science,3.1,11,-1,2.4,HSCI130; HSCI340; HSCI481
Rochelle Fouladi,Psychology,2.6,35,-1,3.6,PSYC210; PSYC301; PSYCH210; STATS210
Bryce Westlake,Criminology,3.6,7,-1,3.4,CRIM103
Blaize Reich,Business Administration,4.5,4,-1,2.3,BUS361; BUS468; MIS551
Tom Boothby,Mathematics,2.1,7,-1,4.6,MACM201
Chris Atchinson,Sociology,3.6,5,-1,4,SA255
David Zetland,Economics,2.3,2,-1,4,ECON362
Emma Humphrey,Archaeology,3.5,1,-1,4,D200
Ann Chinnery,Education,4.1,9,-1,2.7,ED101; EDFDT101; EDFDT101435; EDFDT435; EDUC230; EDUC252; EFDT101
Paul McFetridge,Linguistics,3.1,58,-1,2.1,LING100; LING110; LINGLING
Marit Heideman,Earth Science,1.7,6,-1,4,EASC101; EASC104
Jamal Mansour,Psychology,3,34,-1,3,376PSYC; PSY100; PSYC100; PSYC201; PSYC201W; PSYC376; PSYCH100; PSYCH201; PYSCH100
Marlene Sawatsky,English,3.5,25,-1,3.3,199; 371; ENG199; ENG210; ENG214; ENGL199; ENGL199W; ENGL210; ENGL212; ENGLISH199
Lannie Kanevsky,Education,5,4,-1,3.5,EDUC405; EDUC428
Thomas Rodengen,Environmental Science,4.6,9,-1,1.4,EVSC100
Peggy Meyer,Political Science,4.2,29,-1,2.5,392; POL335; POL3354; POL339; POL441; POL446; POL448; POL4XX; POLI335; POLI446; POLI448
Alissa Ehrenkranz,Education,3.7,6,-1,1.8,EDU220; EDUC220
Alison Gill,Geography,2.9,12,-1,3.2,G327; GEO327; GEOG327; GEOGRAPHY327; SPSC1195
Raegan Carmichael,Criminal Justice,4.3,28,-1,2.9,CRIM; CRIM101; CRIM103; CRIM104; CRIM105; CRIM135; CRIM203; CRIM220; CRIM300; CRIM300W; CRIM312; CRIM369; CRIMTA
Francis Michaud,Economics,2.3,6,-1,2.7,ECON103COMUS; ECON104; ECON325
Richard Hutchings,Sociology,4.3,4,-1,3,GEO102; SA371; SA388
Mike Evans,Computer Science,1.9,100,-1,4.1,CMPT110; CMPT125; CMPT126; CMPT225; CMPT300; CMPTA; CMPTD100
Funda Ergun,Computer Science,3.8,18,-1,2.7,CMPT371; CMPT765
Dan Burns,Environmental Studies,2,1,-1,3,ENV197
Alan Meichsner,Mathematics,4.5,17,-1,2.7,155; MATH109; MATH152; MATH155; MATH251
Brian Butcher,Humanities,2.8,8,-1,3.5,HUM101; HUM101W; HUM330; THO2189
Pete Smith,Criminology,4.5,10,-1,4.1,CRIM230; CRIM356
Alex Chubaty,Biology,1.9,35,-1,4.5,300; BISC300
Roberto Barrera,Mathematics,2,3,-1,4.7,MATH310
Kirsten Robertson,Business Administration,4.9,13,-1,2,BUS203; BUS272; BUS374; BUSA
Colin Whelan,Political Science,3.5,3,-1,4,POL201
Paul Klein,Economics,2.8,10,-1,3.5,ECON305
Heather Dawkins,Fine Arts,3.5,15,-1,3.1,211; EXPL135; FPA211; FPA311; FPA313; FPA321; FPA411; FPA412
Piper Jackson,Computer Science,3.8,3,-1,2.3,CMPT383
Susie Chang,Business Administration,3.9,4,-1,3.3,BUS251
Lionel Jackson,Earth Science,2.6,7,-1,3.7,EASC104; EASC106
Jasmine Nichols Figueiredo,English,4.1,4,-1,4.5,1130; ENG205; ENGL204; ENGLISH
Alissa Eherhenkranz,Education,2.3,26,-1,2.7,D10; EDU220; EDUC220; EDUC320; EDUC322; EDUCA320
Thomas Perry,Linguistics,3,4,-1,4,LING221; LING321; LING480
Tony Wilson,Criminal Justice,2.4,5,-1,3.8,CRIM135
Manroop Padda,Business Administration,3.9,4,-1,2.5,BUS478
Allen Seager,History,3.4,45,-1,2.5,102; 390; CNS360; CNS486; H424; HIST102; HIST201; HIST204; HIST204W; HIST252; HIST390; HIST391; HIST424; HIST426; HIST436; HIST474; HIST486; HISTHIST; HST; HST204
Colin Ruloff,Philosophy,4.9,5,-1,2.8,PHIL300; PHILXX1
Rick Routledge,Statistics,2.4,22,-1,2.1,ENSC200; ENVSC100; EVSC100; EVSC200; STAT101; STAT302; STAT403; STATS101
Terry Beech,Business Administration,3.9,8,-1,3.3,BUS342; BUS478
Bill Barlethemy,Philosophy,4.2,32,-1,2.6,PHIL; PHIL001; PHIL110; PHIL120; PHIL150; PHIL1501; PHIL150151; PHIL150PHIL24; PHIL151; PHIL242; PHIL242PHIL150
Stuart Richmond,Education,3.6,8,-1,2.6,EDUC456; EDUC471; EDUC945
Jason Bell,Mathematics,4.7,47,-1,2.4,CALC151; MA151; MA232; MACM201; MATH158; MATH232; MATH240; MATH242
Ashley Bennington,Business Administration,4.5,25,-1,2.4,BUS272; BUS481; BUS487; HRMT1612
Lorinda Stoneman,Criminology,2.9,19,-1,3.8,CRIM101; CRIM104; CRIM241; CRIM321; CYC432
Wendell Challenger,Statistics,2.4,14,-1,3,STAT100; STATS100
Peyman Ajabi Naeini,Business Administration,3.8,9,-1,2.7,BUS466
Mark Letchner,Health Science,1,1,-1,1,HSCI372
Tarya Laviolette,Health Science,4.1,4,-1,2.8,HSCI305
Jacqueline Levitin,Women's Studies,2.5,4,-1,3.3,FPA335; GSWS412; WS301; WS412
Asheka Jackson,Criminology,4,2,-1,2,CRIM300; CRIM300W
Jakub Burkowcz,Sociology,5,2,-1,2.5,SA321; SAJ100
Alvaro Higueras,Archaeology,2.3,9,-1,3.3,ARCH; ARCH100; ARCHARCH
Gabriel Oba,Chemistry,3.9,13,-1,3.8,CHEM281; OCHEM121; OCHEM281SUMMER
Subhadip Ghosh,Economics,3,24,-1,2.6,ECOAA; ECON103; ECON1150; ECON1250; ECON325; ECON342; ECON355
Leanna Mitchell,Economics,2,4,-1,3.8,ECON301
Helene Dillman,Business Administration,1.3,3,-1,2.7,BUS272; BUS486; BUS486D200
Vajiheh Sedaghat Jou,Education,3.5,1,-1,2,EDUC375
Kim Bartholomew,Psychology,4.3,44,-1,3,362; PSCY391; PSY362; PSYC361; PSYC362; PSYC391; PSYC400; PSYC760; PSYCH362
Sun Zheng,Statistics,2.8,4,-1,3,STAT330
Joakim Nilsson,English,4.6,22,-1,2.3,ENG342; ENG349; ENG383; ENGL201; ENGL207; ENGL304; ENGL306; ENGL342; ENGL349; ENGL383
Craig Emby,Business Administration,2,22,-1,3.7,BUS; BUS251; BUS254; BUS426
Chaudhury Habib,Gerontology,4.1,4,-1,2,GERO300
Arlene Young,Psychology,3.5,15,-1,3.5,356; PSYC; PSYC356; PSYCH356
Andrew Von Nordenflycht,Business Administration,4.4,9,-1,3.3,
Rohan Raheja,Business Administration,4.3,4,-1,3,BUS254; BUS321
Jamie Palmerhague,Psychology,3,5,-1,2.8,PSYC100; PSYCH100
Carla MacDougall,History,4.4,7,-1,2.9,HIST224; HIST225; HIST325; HIST401
Onur Bakiner,International Studies,3,16,-1,3.4,IS100; IS101; IS419; ISD100; ISIS
Xuefei Wang,Economics,3.1,15,-1,2.7,ECO290; ECON290; ECON301; ECON305; ECON305E; ECON484; EON305
Anders Knudby,Geography,3.3,12,-1,2.1,GEOG253; GEOG353
Joshua Newman,Political Science,4.1,7,-1,1.6,POL101W; POL201
Robert Wyllie,Sociology & Anthropology,4.3,2,-1,3,SA316
Lindsay Parker,Philosophy,2.4,9,-1,4,EXPL120; EXPLEXPL; PHIL; WL100
Susan Fawcett,Education,5,1,-1,4,EDUC426
Arthur Aginam,Communication,3.1,23,-1,3.2,CMNS130; CMNS261; CMNS262; CMNS346; CMNS444; CMNS456; CMNSSECT; COMMUNICATIONS; HUM392
Emily Walsh,Mathematics,4,4,-1,2.8,MACM316; MATH150
Jennifer Bazar,Psychology,5,3,-1,2.3,PSYC308; PSYC391
Robin Insley,Statistics,3,84,-1,3.4,ACMA210; SATS203; STAT100; STAT201; STAT203; STAT270; STAT301; STATS201; STATS203
Larry Wosk,Business Administration,3.3,22,-1,2.8,478; BUS341; BUS478; BUS478344
Dugan O'Neil,Physics,4.1,19,-1,2.6,PHY285; PHYS; PHYS121; PHYS125; PHYS126; PHYS285; PHYS346
Dagmar Bernstein,Psychology,3.7,13,-1,2.9,PSYC241; PSYC356; PSYCH241
Kamal Masari,Management Information Systems,3.9,7,-1,2.6,BUS237; BUS361
Ashok Bhagnari,Business Administration,3.2,12,-1,2.3,BUS343; BUS446; BUS447; BUS477
Michelle Funk,Criminology,2.5,1,-1,4,CRIM440
Kirsten Uszkalo,English,3.5,13,-1,4.2,ENG122; ENG203; ENG313; ENGL122; ENGL203; ENGL340; ENGL416
Chris Jones,Humanities,4.1,59,-1,2.9,130; HUM100; HUM101; HUM101W; HUM130; HUM201; HUM204; HUM230; HUM330; PHIL104
Doris Baltruschat,Communication,2.5,4,-1,4,CMNS220; FIST220; FIST240; MCOM3101
Jennifer Alexander,Linguistics,4.5,2,-1,2.5,LING221
Janelle Jones,Psychology,2.2,18,-1,3.9,PSY260; PSYC260; PSYCH260; PSYCSPECTOPIC
Etienne Lee,French,4.9,33,-1,1.4,FRD100; FRE120; FREN120; FREN121; FREND100; FRN120
Soroosh Yazdani,Mathematics,1.9,14,-1,3.6,MATH1410; MATH152; MATHD100
Erin Keating,English,3.8,2,-1,4,ENGL322; ENGLISH322
Roman Onufrijchuk,Communication,4,125,-1,2.5,CMNS110; CMNS210; CMNS221; CMNS253; CMNS353; CMNS354; CMNS362; CMNS387; CMNS428; COM387; COMM110; PUB438
Denny Capps,Earth Science,3.8,11,-1,2.2,EASC101; EASC104
Mahboubeh Asgari,Education,5,1,-1,3,ADULTEDTT
Patricia Mooney,Physics,1,1,-1,4,PHYS231
Jackie Steele,Political Science,3,4,-1,4,POL321; POL32X; POLIS321
